Metadataid,metadata_created,metadata_modified
1480,2022-02-23T00:59:34.882858,2022-02-23T00:59:49.519964
1481,2022-02-23T02:24:34.042454,2022-02-23T02:24:53.925612
1482,2022-02-28T21:33:13.222880,2022-02-28T21:33:22.238790
1483,2022-02-23T03:26:54.059430,2022-02-23T03:27:04.863823
1484,2022-04-06T00:53:28.703708,2022-04-19T15:07:39.110267
1485,2022-04-06T01:15:18.248957,2022-04-19T15:07:37.725342
1486,2021-11-24T13:41:11.214346,2022-04-19T14:01:41.602971
1487,2022-04-06T02:36:34.349958,2022-04-19T13:24:51.604854
1488,2022-03-15T12:34:13.810752,2022-04-19T12:13:19.211175
1489,2022-04-06T16:13:21.403543,2022-04-06T16:13:28.500543
1490,2022-04-06T16:12:57.019165,2022-04-06T16:13:05.027796
1491,2021-11-10T14:56:28.426256,2022-04-19T09:51:47.408770
1492,2022-02-24T16:58:35.079150,2022-04-19T08:30:30.932281
1493,2022-03-23T21:40:05.467496,2022-03-23T21:41:37.171977
1494,2022-02-22T21:56:35.982982,2022-02-22T21:56:44.726692
1495,2022-04-16T05:29:11.300635,2022-04-16T05:29:26.421718
1496,2022-04-15T20:27:02.864187,2022-04-15T20:28:45.392046
1497,2022-04-15T20:24:55.666333,2022-04-15T20:25:08.255875
1498,2022-04-15T20:24:24.785594,2022-04-15T20:24:52.286363
1499,2022-04-15T20:24:06.858628,2022-04-15T20:24:22.364404
1500,2022-04-15T20:23:31.431491,2022-04-15T20:24:01.506897
1501,2022-04-15T20:19:52.261640,2022-04-15T20:22:24.415926
1502,2022-04-15T20:21:49.551171,2022-04-15T20:22:21.926742
1503,2022-04-15T20:21:08.697128,2022-04-15T20:21:43.813329
1504,2022-04-15T20:19:57.411800,2022-04-15T20:20:42.429391
1505,2022-04-15T20:19:09.913881,2022-04-15T20:19:24.296395
1506,2022-04-15T20:16:39.228971,2022-04-15T20:17:36.381304
1507,2022-04-15T20:15:37.038005,2022-04-15T20:16:14.813983
1508,2022-04-15T20:12:31.584119,2022-04-15T20:15:30.233930
1509,2022-04-15T20:13:07.849447,2022-04-15T20:13:45.515475
1510,2022-04-15T20:10:53.122907,2022-04-15T20:12:59.630938
1511,2022-04-15T20:09:00.767271,2022-04-15T20:10:48.250246
1512,2022-04-15T20:08:51.223825,2022-04-15T20:08:58.527881
1513,2022-04-15T20:07:19.924344,2022-04-15T20:08:47.824997
1514,2022-04-15T20:05:40.926775,2022-04-15T20:07:16.188131
1515,2022-04-15T20:03:14.588124,2022-04-15T20:05:36.060313
1516,2022-04-15T20:03:35.756287,2022-04-15T20:04:01.321417
1517,2022-04-15T20:00:54.090746,2022-04-15T20:01:11.865450
1518,2022-04-15T20:00:45.728388,2022-04-15T20:00:56.558410
1519,2022-04-15T20:00:40.957585,2022-04-15T20:00:48.502343
1520,2022-04-15T19:58:57.828787,2022-04-15T20:00:36.434195
1521,2022-04-15T20:00:24.541803,2022-04-15T20:00:37.794116
1522,2022-04-15T20:00:08.151428,2022-04-15T20:00:21.849096
1523,2022-04-15T19:59:46.691148,2022-04-15T20:00:01.566429
1524,2022-04-15T19:57:30.455947,2022-04-15T19:58:53.085404
1525,2022-04-15T19:56:05.635049,2022-04-15T19:57:26.075739
1526,2022-04-15T19:54:41.560811,2022-04-15T19:56:01.661693
1527,2022-04-15T19:52:57.622125,2022-04-15T19:54:37.463320
1528,2022-04-15T19:51:24.581305,2022-04-15T19:51:32.898510
1529,2022-04-15T19:51:14.014678,2022-04-15T19:51:23.123350
1530,2022-04-15T19:51:02.924855,2022-04-15T19:51:11.536178
1531,2022-04-15T19:50:55.047017,2022-04-15T19:51:00.867828
1532,2022-04-15T19:49:42.651178,2022-04-15T19:49:52.684326
1533,2022-04-15T19:49:22.085715,2022-04-15T19:49:39.372040
1534,2022-04-15T19:49:05.100971,2022-04-15T19:49:18.762094
1535,2022-04-15T19:48:48.833576,2022-04-15T19:49:02.310410
1536,2022-04-15T19:47:28.129172,2022-04-15T19:48:45.352688
1537,2022-04-15T19:45:51.466872,2022-04-15T19:47:24.745439
1538,2022-04-15T19:44:18.387260,2022-04-15T19:45:47.267467
1539,2022-04-15T19:42:46.030645,2022-04-15T19:44:13.976470
1540,2022-04-15T19:41:14.032728,2022-04-15T19:42:41.773330
1541,2022-04-15T19:40:39.046647,2022-04-15T19:40:54.182928
1542,2022-04-15T19:38:48.397980,2022-04-15T19:38:58.601155
1543,2022-04-15T19:37:19.223357,2022-04-15T19:38:44.259905
1544,2022-04-15T19:35:59.490869,2022-04-15T19:37:15.446225
1545,2022-04-15T19:34:13.736280,2022-04-15T19:34:20.584587
1546,2022-04-15T19:30:22.870385,2022-04-15T19:34:10.061652
1547,2022-04-06T01:16:19.226566,2022-04-15T13:28:07.203736
1548,2022-04-05T20:02:57.774571,2022-04-15T11:58:23.714729
1549,2021-11-24T14:10:18.225644,2022-04-15T09:51:25.537147
1550,2021-11-24T13:40:48.891508,2022-04-15T09:50:17.505898
1551,2021-11-24T13:29:43.616625,2022-04-15T09:48:52.902686
1552,2022-02-23T03:05:23.029716,2022-02-23T03:05:33.090251
1553,2022-04-13T21:22:53.468226,2022-04-13T21:23:18.396389
1554,2022-02-23T01:33:10.698364,2022-02-23T01:33:31.884798
1555,2022-04-14T21:33:59.893666,2022-04-14T21:34:07.699014
1556,2022-04-14T21:32:48.603851,2022-04-14T21:32:56.880502
1557,2022-03-14T21:21:52.749865,2022-03-14T21:22:08.542358
1558,2022-04-13T21:17:34.065482,2022-04-13T21:17:43.128476
1559,2022-02-22T21:36:03.368066,2022-02-22T21:36:11.503046
1560,2021-11-24T13:42:08.449435,2021-11-24T13:42:35.125818
1561,2022-03-04T14:47:55.655228,2022-03-04T14:48:42.215157
1562,2021-10-25T13:02:44.097298,2022-04-14T09:38:45.826623
1563,2022-02-22T23:34:15.511608,2022-02-22T23:34:22.367603
1564,2021-10-31T13:17:19.946440,2022-04-14T08:43:44.577297
1565,2022-04-05T23:21:03.793499,2022-04-14T08:39:34.427732
1566,2022-04-06T00:07:25.919135,2022-04-14T07:28:32.657004
1567,2022-02-22T21:17:38.946010,2022-02-22T21:17:54.943087
1568,2022-04-13T19:28:16.981451,2022-04-13T19:28:26.758436
1569,2022-04-13T17:25:39.870661,2022-04-13T17:25:48.209917
1570,2022-04-13T17:22:34.109485,2022-04-13T17:22:43.248974
1571,2022-04-13T17:21:32.307406,2022-04-13T17:21:40.071206
1572,2022-04-13T17:16:42.461104,2022-04-13T17:16:50.714512
1573,2022-04-13T17:11:44.757340,2022-04-13T17:11:57.088399
1574,2022-04-13T17:10:47.027115,2022-04-13T17:10:54.932021
1575,2022-04-13T17:09:40.368762,2022-04-13T17:09:47.970919
1576,2022-04-13T17:08:47.669294,2022-04-13T17:08:54.530037
1577,2022-04-13T17:07:33.716619,2022-04-13T17:07:56.247275
1578,2022-03-15T12:42:18.618876,2022-03-15T12:42:49.042572
1579,2022-04-05T10:45:48.996899,2022-04-13T15:36:04.743428
1580,2022-03-15T12:47:22.414724,2022-04-13T15:28:44.202085
1581,2022-03-15T11:49:07.593911,2022-03-15T11:49:17.311672
1582,2022-03-04T14:51:25.671593,2022-04-13T15:17:38.975241
1583,2021-10-31T14:12:20.060637,2021-10-31T14:12:27.865299
1584,2022-04-01T09:57:28.576882,2022-04-13T12:28:15.613501
1585,2021-10-26T12:08:19.011504,2022-04-13T12:18:52.668192
1586,2022-04-05T13:39:49.098635,2022-04-13T12:07:55.920660
1587,2022-02-28T15:44:24.275775,2022-04-13T09:03:40.555736
1588,2022-04-13T08:58:55.920123,2022-04-13T08:59:54.021102
1589,2022-04-13T09:00:48.043604,2022-04-13T09:00:59.857829
1590,2022-04-13T09:00:42.117308,2022-04-13T09:00:45.950114
1591,2022-04-13T09:00:27.635900,2022-04-13T09:00:38.566968
1592,2022-04-13T08:56:26.744891,2022-04-13T08:56:31.013872
1593,2022-04-13T08:55:22.125436,2022-04-13T08:55:26.350932
1594,2022-04-13T08:54:55.576202,2022-04-13T08:55:18.812982
1595,2022-04-13T08:54:49.809584,2022-04-13T08:54:53.530678
1596,2022-04-13T08:54:44.201548,2022-04-13T08:54:48.109105
1597,2022-04-13T08:53:36.495777,2022-04-13T08:54:26.379608
1598,2022-04-13T08:52:45.349627,2022-04-13T08:53:33.057980
1599,2022-04-13T08:52:30.319867,2022-04-13T08:52:34.302667
1600,2022-04-13T08:52:24.184071,2022-04-13T08:52:28.430765
1601,2022-04-13T08:51:26.713119,2022-04-13T08:52:20.682529
1602,2022-04-13T08:51:19.705847,2022-04-13T08:51:24.862555
1603,2022-04-13T08:51:13.309983,2022-04-13T08:51:17.638538
1604,2022-04-13T08:51:05.963054,2022-04-13T08:51:11.178644
1605,2022-04-13T08:50:58.084245,2022-04-13T08:51:02.381278
1606,2022-04-13T08:50:21.428200,2022-04-13T08:50:53.716948
1607,2022-04-13T08:50:15.594663,2022-04-13T08:50:19.337922
1608,2022-04-13T08:49:28.303635,2022-04-13T08:50:09.795890
1609,2022-04-13T08:49:06.689976,2022-04-13T08:49:11.371098
1610,2022-04-13T08:48:10.346748,2022-04-13T08:49:01.648027
1611,2022-04-13T08:48:02.720800,2022-04-13T08:48:08.528541
1612,2022-04-13T08:47:53.221012,2022-04-13T08:47:59.235459
1613,2022-04-13T08:47:00.016584,2022-04-13T08:47:48.566324
1614,2022-04-13T08:46:55.185264,2022-04-13T08:46:55.185271
1615,2022-04-13T08:46:48.280698,2022-04-13T08:46:53.262960
1616,2022-04-13T08:46:43.104139,2022-04-13T08:46:43.104148
1617,2022-04-13T08:45:56.887072,2022-04-13T08:46:39.921705
1618,2022-04-13T08:44:09.766670,2022-04-13T08:44:59.286990
1619,2022-04-13T08:44:04.376024,2022-04-13T08:44:04.376031
1620,2022-04-13T08:43:56.551187,2022-04-13T08:44:02.044154
1621,2022-04-13T08:43:42.362036,2022-04-13T08:43:49.160403
1622,2022-04-13T08:43:35.926588,2022-04-13T08:43:40.602876
1623,2022-04-13T08:43:28.967061,2022-04-13T08:43:34.020935
1624,2022-04-13T08:42:18.950320,2022-04-13T08:43:25.041298
1625,2022-04-13T08:41:28.044713,2022-04-13T08:42:15.816388
1626,2022-04-13T08:41:15.140099,2022-04-13T08:41:24.697450
1627,2022-04-13T08:40:43.172865,2022-04-13T08:41:11.033004
1628,2022-04-13T08:40:07.974096,2022-04-13T08:40:39.333842
1629,2022-04-13T08:39:16.357134,2022-04-13T08:40:03.340856
1630,2022-04-13T08:39:09.399459,2022-04-13T08:39:14.431768
1631,2022-04-13T08:38:58.883347,2022-04-13T08:39:07.584092
1632,2022-04-13T08:38:53.310814,2022-04-13T08:38:53.310821
1633,2022-04-13T08:38:36.546357,2022-04-13T08:38:36.546364
1634,2022-04-13T08:37:18.591735,2022-04-13T08:38:32.577220
1635,2022-03-15T11:53:43.654952,2022-04-12T15:29:47.257481
1636,2022-02-23T00:53:01.233334,2022-02-23T00:53:39.221813
1637,2022-02-16T10:10:47.690324,2022-02-16T10:10:58.353108
1638,2022-02-28T12:26:58.345901,2022-02-28T12:32:47.167513
1639,2022-03-04T14:51:01.948091,2022-04-12T08:16:55.905229
1640,2022-02-23T03:02:27.327780,2022-02-23T03:02:43.235199
1641,2022-03-15T12:50:56.641769,2022-04-12T08:00:39.605299
1642,2022-03-15T12:26:36.916983,2022-04-12T07:43:31.835622
1643,2022-04-06T04:27:13.927760,2022-04-11T15:23:43.616835
1644,2021-11-04T13:03:32.648187,2021-11-04T13:03:45.979472
1645,2022-01-25T11:06:52.268729,2022-01-25T11:07:00.085498
1646,2022-01-04T16:02:38.954824,2022-01-04T16:02:59.082697
1647,2021-10-26T12:02:36.738302,2022-04-11T13:41:45.300294
1648,2022-01-25T12:17:25.762424,2022-01-25T12:17:31.390162
1649,2022-01-25T12:28:15.391125,2022-01-25T12:28:29.331480
1650,2022-01-25T12:40:10.886416,2022-01-25T12:40:16.775603
1651,2022-01-25T12:11:02.710902,2022-01-25T12:11:09.762198
1652,2021-11-10T14:56:54.906749,2022-04-11T13:19:28.236075
1653,2021-10-26T12:08:12.578546,2022-04-11T12:50:17.405621
1654,2022-02-24T16:53:44.262963,2022-04-11T12:18:20.739070
1655,2022-04-06T16:20:24.646947,2022-04-06T16:20:33.564279
1656,2021-11-10T14:53:18.881687,2022-04-11T09:17:08.175978
1657,2022-03-09T09:41:10.034695,2022-03-09T09:41:17.899812
1659,2022-04-05T09:29:53.833068,2022-04-11T07:38:04.509518
1660,2022-04-06T00:42:36.752002,2022-04-11T07:33:22.290939
1661,2022-04-06T16:21:17.372565,2022-04-06T16:21:24.598185
1666,2022-02-23T00:10:52.547040,2022-02-23T00:11:02.247473
1667,2022-02-22T23:07:19.216923,2022-02-22T23:07:24.641525
1668,2022-04-06T16:19:59.320702,2022-04-06T16:20:08.067688
1669,2021-10-28T20:22:44.008691,2022-04-08T15:40:20.741519
1670,2021-11-24T13:39:59.971666,2022-04-08T15:27:44.847122
1671,2021-11-24T14:11:41.640519,2022-04-08T15:02:16.573369
1672,2021-11-10T14:48:00.137991,2022-04-08T12:45:40.515592
1673,2022-02-22T23:28:33.338740,2022-02-22T23:28:43.384440
1674,2022-02-28T15:34:18.275551,2022-02-28T15:34:38.759308
1675,2021-07-20T14:44:47.938565+00:00,2021-07-20T14:44:51.057396+00:00
1676,2022-02-28T16:13:20.258432,2022-02-28T16:13:30.910914
1677,2022-01-25T10:28:13.558441,2022-01-25T10:28:22.238575
1678,2021-12-31T15:56:24.518204,2022-04-08T09:14:19.983635
1679,2022-01-11T15:56:03.982242,2022-04-08T09:13:13.193465
1680,2021-12-31T15:56:43.845237,2022-04-08T09:11:10.222198
1681,2021-11-10T14:55:15.285950,2022-04-08T09:07:51.899391
1682,2022-02-21T08:21:19.871447,2022-02-21T08:21:59.898847
1683,2022-02-22T23:48:27.074646,2022-02-22T23:48:33.758347
1684,2022-02-23T02:39:25.526103,2022-02-23T02:44:28.195703
1685,2022-03-23T21:33:53.295876,2022-03-23T21:35:06.069375
1686,2021-11-05T08:57:12.003213,2022-04-07T15:50:26.169700
1687,2021-12-11T16:59:26.809845,2021-12-11T16:59:49.030727
1688,2021-10-25T14:43:11.885441,2021-10-25T14:43:28.272599
1689,2022-04-06T16:15:32.760012,2022-04-06T16:15:41.203744
1690,2021-11-02T07:52:31.938220,2021-11-02T07:52:43.500537
1691,2021-10-31T13:56:03.907061,2021-10-31T13:56:36.726808
1692,2022-04-05T17:00:27.259823,2022-04-07T12:56:14.851253
1693,2022-03-15T12:34:27.147593,2022-04-07T12:13:24.971535
1694,2022-01-25T13:07:17.229398,2022-01-25T13:07:25.759017
1695,2022-03-15T11:52:41.383030,2022-03-15T11:52:56.153635
1696,2022-04-05T18:58:46.702715,2022-04-07T09:29:00.895591
1697,2022-04-06T00:31:28.751029,2022-04-07T09:28:51.338504
1698,2022-01-25T13:07:59.163901,2022-01-25T13:08:11.464630
1699,2022-02-21T08:31:46.019611,2022-02-21T08:32:43.736287
1700,2022-04-06T00:09:29.906419,2022-04-06T19:45:48.528764
1701,2022-04-06T04:37:07.654808,2022-04-06T19:30:12.752582
1702,2022-04-05T18:03:22.886141,2022-04-06T17:41:01.527281
1703,2022-04-06T16:28:43.747553,2022-04-06T16:28:52.304833
1704,2022-04-06T16:28:16.277271,2022-04-06T16:28:31.802776
1705,2022-04-06T16:27:24.601237,2022-04-06T16:27:33.325159
1706,2022-04-06T16:27:01.100907,2022-04-06T16:27:12.398224
1707,2022-04-06T16:26:38.581594,2022-04-06T16:26:45.652034
1708,2022-04-06T16:26:14.790439,2022-04-06T16:26:21.384661
1709,2022-04-06T16:25:51.831778,2022-04-06T16:25:59.046344
1710,2022-04-06T16:25:26.091454,2022-04-06T16:25:33.543617
1711,2022-04-06T16:24:59.515879,2022-04-06T16:25:09.145029
1712,2022-04-06T16:24:34.020743,2022-04-06T16:24:42.804534
1713,2022-04-06T16:24:08.005410,2022-04-06T16:24:18.143807
1714,2022-04-06T16:23:44.235628,2022-04-06T16:23:51.124787
1715,2022-04-06T16:23:19.709583,2022-04-06T16:23:27.183148
1716,2022-04-06T16:22:57.572338,2022-04-06T16:23:04.649712
1717,2022-04-06T16:22:33.724565,2022-04-06T16:22:40.657138
1718,2022-04-06T16:22:09.246937,2022-04-06T16:22:15.905598
1719,2022-04-06T16:21:40.397659,2022-04-06T16:21:52.250865
1720,2022-04-06T16:20:53.108140,2022-04-06T16:21:00.948380
1721,2022-04-06T16:19:33.375993,2022-04-06T16:19:41.090920
1722,2022-04-06T16:19:06.902471,2022-04-06T16:19:16.495764
1723,2022-04-06T16:18:22.284539,2022-04-06T16:18:30.516205
1724,2022-04-06T16:17:11.632917,2022-04-06T16:17:19.821137
1725,2022-04-06T16:16:48.953178,2022-04-06T16:16:56.091345
1726,2022-04-06T16:16:24.669441,2022-04-06T16:16:32.299320
1727,2022-04-06T16:16:00.148321,2022-04-06T16:16:08.009168
1728,2022-04-06T16:15:04.585454,2022-04-06T16:15:16.973803
1729,2022-04-06T16:13:44.626057,2022-04-06T16:13:51.629191
1730,2022-04-06T16:12:32.407378,2022-04-06T16:12:40.620992
1731,2022-04-06T16:11:59.536159,2022-04-06T16:12:11.178541
1732,2022-04-06T16:11:35.763459,2022-04-06T16:11:42.619625
1733,2022-04-06T16:11:09.997793,2022-04-06T16:11:18.235172
1734,2022-04-06T16:10:15.892395,2022-04-06T16:10:29.482290
1735,2022-04-05T20:45:11.478139,2022-04-06T14:20:50.958724
1736,2022-02-22T22:58:03.064596,2022-02-22T22:58:10.855596
1737,2021-11-10T14:52:03.511573,2022-04-06T11:19:36.678951
1738,2022-04-05T16:26:57.922457,2022-04-06T08:29:09.029150
1739,2022-04-05T16:21:26.236842,2022-04-06T08:28:54.879402
1740,2021-11-11T10:06:22.291221,2022-04-06T08:25:12.726171
1741,2022-03-15T13:27:55.296515,2022-04-06T08:03:20.840514
1742,2022-02-16T10:27:08.365394,2022-02-16T10:27:20.650563
1743,2022-03-15T12:08:38.709926,2022-04-06T07:25:44.657246
1744,2022-04-06T04:44:26.126158,2022-04-06T04:45:23.810897
1745,2022-04-06T04:48:10.850783,2022-04-06T04:48:43.496187
1746,2022-04-06T04:47:39.939050,2022-04-06T04:48:22.104910
1747,2022-04-06T04:47:29.154505,2022-04-06T04:48:02.338486
1748,2022-04-06T04:46:14.609805,2022-04-06T04:47:25.690285
1749,2022-04-06T04:45:47.151821,2022-04-06T04:46:09.173342
1750,2022-04-06T04:43:01.347295,2022-04-06T04:43:39.203065
1751,2022-04-06T04:42:53.332076,2022-04-06T04:43:29.101158
1752,2022-04-06T04:42:11.309741,2022-04-06T04:42:49.068053
1753,2022-04-06T04:41:17.613583,2022-04-06T04:41:54.059837
1754,2022-04-06T04:40:49.450511,2022-04-06T04:41:28.653001
1755,2022-04-06T04:40:29.724262,2022-04-06T04:41:13.051750
1756,2022-04-06T04:39:52.951266,2022-04-06T04:40:38.472841
1757,2022-04-06T04:39:41.019747,2022-04-06T04:40:24.889726
1758,2022-04-06T04:38:17.410903,2022-04-06T04:38:59.138139
1759,2022-04-06T04:37:30.304335,2022-04-06T04:38:12.594034
1760,2022-04-06T04:36:47.103513,2022-04-06T04:37:26.087292
1761,2022-04-06T04:36:25.497655,2022-04-06T04:37:02.032125
1762,2022-04-06T04:35:45.843047,2022-04-06T04:36:20.694390
1763,2022-04-06T04:35:28.251435,2022-04-06T04:36:15.714798
1764,2022-04-06T04:34:47.517640,2022-04-06T04:35:41.049663
1765,2022-04-06T04:34:09.883833,2022-04-06T04:34:44.561640
1766,2022-04-06T04:33:49.273961,2022-04-06T04:34:24.901552
1767,2022-04-06T04:33:18.412804,2022-04-06T04:34:02.999354
1768,2022-04-06T04:33:07.761044,2022-04-06T04:33:43.704111
1769,2022-04-06T04:32:39.667804,2022-04-06T04:33:13.849015
1770,2022-04-06T04:32:28.574458,2022-04-06T04:33:02.188780
1771,2022-04-06T04:31:59.983271,2022-04-06T04:32:36.023934
1772,2022-04-06T04:31:47.082646,2022-04-06T04:32:22.178095
1773,2022-04-06T04:31:11.503580,2022-04-06T04:31:43.972746
1774,2022-04-06T04:30:48.884042,2022-04-06T04:31:22.788118
1775,2022-04-06T04:30:33.444667,2022-04-06T04:31:08.291968
1776,2022-04-06T04:30:10.676334,2022-04-06T04:30:45.732355
1777,2022-04-06T04:29:46.339992,2022-04-06T04:30:30.120384
1778,2022-04-06T04:27:51.435165,2022-04-06T04:28:50.322301
1779,2022-04-06T04:28:03.598669,2022-04-06T04:28:50.059009
1780,2022-04-06T04:27:02.362049,2022-04-06T04:27:46.523095
1781,2022-04-06T04:26:23.938593,2022-04-06T04:26:58.737511
1782,2022-04-06T04:25:50.436897,2022-04-06T04:26:18.937142
1783,2022-04-06T04:24:23.856602,2022-04-06T04:25:04.288683
1784,2022-04-06T04:22:50.399633,2022-04-06T04:23:28.559126
1785,2022-04-06T04:22:31.951332,2022-04-06T04:22:55.274158
1786,2022-04-06T04:21:30.895358,2022-04-06T04:22:16.666585
1787,2022-04-06T04:21:13.626301,2022-04-06T04:21:42.716250
1788,2022-04-06T04:20:33.238264,2022-04-06T04:21:10.522357
1789,2022-04-06T04:18:54.412257,2022-04-06T04:19:44.025874
1790,2022-04-06T04:18:37.049413,2022-04-06T04:19:26.073339
1791,2022-04-06T04:17:33.623791,2022-04-06T04:18:04.351116
1792,2022-04-06T04:17:13.739231,2022-04-06T04:17:54.957814
1793,2022-04-06T04:16:50.720654,2022-04-06T04:17:28.552022
1794,2022-04-06T04:16:06.298795,2022-04-06T04:16:47.119376
1795,2022-04-06T04:15:31.557986,2022-04-06T04:16:20.410548
1796,2022-04-06T04:15:14.450137,2022-04-06T04:16:00.610674
1797,2022-04-06T04:14:34.346499,2022-04-06T04:15:26.901292
1798,2022-04-06T04:14:09.033759,2022-04-06T04:15:02.394210
1799,2022-04-06T04:13:15.061372,2022-04-06T04:14:04.597193
1800,2022-04-06T04:13:06.220344,2022-04-06T04:13:42.496339
1801,2022-04-06T04:12:24.771216,2022-04-06T04:13:06.775194
1802,2022-04-06T04:11:32.044441,2022-04-06T04:12:19.091566
1803,2022-04-06T04:11:15.955017,2022-04-06T04:11:57.522663
1804,2022-04-06T04:09:48.126175,2022-04-06T04:11:27.511339
1805,2022-04-06T04:10:29.021330,2022-04-06T04:11:11.645448
1806,2022-04-06T04:09:29.311368,2022-04-06T04:10:20.028180
1807,2022-04-06T04:08:39.857520,2022-04-06T04:09:42.510686
1808,2022-04-06T04:08:27.045131,2022-04-06T04:09:23.556594
1809,2022-04-06T04:07:03.255479,2022-04-06T04:07:49.269596
1810,2022-04-06T04:06:07.737692,2022-04-06T04:06:47.964364
1811,2022-04-06T04:05:49.124186,2022-04-06T04:06:40.919805
1812,2022-04-06T04:04:55.351985,2022-04-06T04:05:58.675447
1813,2022-04-06T04:04:32.286482,2022-04-06T04:05:40.761712
1814,2022-04-06T04:03:43.088733,2022-04-06T04:04:46.908386
1815,2022-04-06T04:03:20.841116,2022-04-06T04:04:26.142543
1816,2022-04-06T04:02:46.054765,2022-04-06T04:03:38.061555
1817,2022-04-06T04:02:28.886235,2022-04-06T04:03:15.653373
1818,2022-04-06T04:01:59.169627,2022-04-06T04:02:41.311143
1819,2022-04-06T04:01:19.798433,2022-04-06T04:01:52.269531
1820,2022-04-06T03:58:13.642421,2022-04-06T03:59:47.307039
1821,2022-04-06T03:58:51.234714,2022-04-06T04:00:18.107801
1822,2022-04-06T03:54:35.671717,2022-04-06T03:56:13.904531
1823,2022-04-06T03:55:23.947017,2022-04-06T03:56:50.438545
1824,2022-04-06T03:53:55.743508,2022-04-06T03:55:04.362917
1825,2022-04-06T03:53:20.898821,2022-04-06T03:54:30.208984
1826,2022-04-06T03:52:51.997526,2022-04-06T03:53:51.525597
1827,2022-04-06T03:52:33.286797,2022-04-06T03:53:14.260586
1828,2022-04-06T03:51:49.198046,2022-04-06T03:52:47.887563
1829,2022-04-06T03:51:37.804413,2022-04-06T03:52:23.604590
1830,2022-04-06T03:50:46.103595,2022-04-06T03:51:40.988633
1831,2022-04-06T03:50:19.983846,2022-04-06T03:51:32.359583
1832,2022-04-06T03:49:46.514826,2022-04-06T03:50:36.416919
1833,2022-04-06T03:49:14.427015,2022-04-06T03:50:14.492818
1834,2022-04-06T03:48:50.706451,2022-04-06T03:49:41.170889
1835,2022-04-06T03:48:22.942832,2022-04-06T03:49:04.241531
1836,2022-04-06T03:46:46.705728,2022-04-06T03:47:28.573129
1837,2022-04-06T03:44:59.275374,2022-04-06T03:46:40.812524
1838,2022-04-06T03:42:27.585331,2022-04-06T03:43:26.525861
1839,2022-04-06T03:41:27.749134,2022-04-06T03:42:31.659209
1840,2022-04-06T03:41:06.550392,2022-04-06T03:42:18.286026
1841,2022-04-06T03:39:28.887387,2022-04-06T03:40:54.568814
1842,2022-04-06T03:37:30.966919,2022-04-06T03:38:34.035347
1843,2022-04-06T03:37:46.923024,2022-04-06T03:39:21.631379
1844,2022-04-06T03:36:17.175709,2022-04-06T03:37:25.256206
1845,2022-04-06T03:34:04.774312,2022-04-06T03:34:50.116864
1846,2022-04-06T03:31:47.991261,2022-04-06T03:32:41.102612
1847,2022-04-06T03:31:30.301964,2022-04-06T03:32:27.427414
1848,2022-04-06T03:26:42.616305,2022-04-06T03:28:06.760537
